64,192,2059,5,2,0:0:0:0:
192,192,2059,1,0,0:0:0:0:
192,192,2253,1,0,0:0:0:0:
192,192,2447,1,2,0:0:0:0:
448,192,2447,1,0,0:0:0:0:
192,192,2640,1,0,0:0:0:0:
192,192,2834,1,2,0:0:0:0:
320,192,2834,1,0,0:0:0:0:
192,192,3027,1,0,0:0:0:0:
192,192,3221,1,2,0:0:0:0:
448,192,3221,1,0,0:0:0:0:
192,192,3414,1,0,0:0:0:0:
64,192,3608,1,2,0:0:0:0:
320,192,3608,1,0,0:0:0:0:
320,192,3801,1,0,0:0:0:0:
192,192,3995,1,2,0:0:0:0:
320,192,3995,1,0,0:0:0:0:
320,192,4189,1,0,0:0:0:0:
320,192,4382,1,2,0:0:0:0:
448,192,4382,1,0,0:0:0:0:
320,192,4576,1,0,0:0:0:0:
64,192,4769,1,2,0:0:0:0:
320,192,4769,1,0,0:0:0:0:
320,192,4963,1,0,0:0:0:0:
192,192,5156,1,2,0:0:0:0:
448,192,5156,1,0,0:0:0:0:
64,192,5253,1,0,0:0:0:0:
448,192,5350,1,0,0:0:0:0:
320,192,5447,1,0,0:0:0:0:
64,192,5543,1,2,0:0:0:0:
448,192,5543,1,0,0:0:0:0:
192,192,5640,1,0,0:0:0:0:
448,192,5737,1,0,0:0:0:0:
320,192,5834,1,0,0:0:0:0:
64,192,5930,1,2,0:0:0:0:
192,192,5930,1,0,0:0:0:0:
320,192,6027,1,0,0:0:0:0:
64,192,6124,1,0,0:0:0:0:
448,192,6221,1,0,0:0:0:0:
64,192,6318,1,2,0:0:0:0:
192,192,6318,1,0,0:0:0:0:
320,192,6382,1,0,0:0:0:0:
448,192,6382,1,0,0:0:0:0:
64,192,6447,1,0,0:0:0:0:
192,192,6447,1,0,0:0:0:0:
320,192,6511,1,0,0:0:0:0:
448,192,6511,1,0,0:0:0:0:
64,192,6608,1,0,0:0:0:0:
192,192,6608,1,0,0:0:0:0:
320,192,6705,1,0,0:0:0:0:
448,192,6705,1,0,0:0:0:0:
448,192,7672,128,0,7866:0:0:0:0:
320,192,7866,128,0,8059:0:0:0:0:
192,192,8059,128,0,8253:0:0:0:0:
64,192,8253,1,2,0:0:0:0:
320,192,8253,1,4,0:0:0:0:
448,192,8253,128,0,8318:0:0:0:0:
320,192,8447,1,0,0:0:0:0:
192,192,8543,1,0,0:0:0:0:
64,192,8640,1,2,0:0:0:0:
320,192,8640,1,8,0:0:0:0:
448,192,8640,1,0,0:0:0:0:
64,192,8834,1,0,0:0:0:0:
192,192,8834,1,0,0:0:0:0:
320,192,9027,1,2,0:0:0:0:
448,192,9027,1,0,0:0:0:0:
192,192,9221,1,0,0:0:0:0:
320,192,9318,1,0,0:0:0:0:
64,192,9414,1,2,0:0:0:0:
192,192,9414,1,8,0:0:0:0:
448,192,9414,1,0,0:0:0:0:
64,192,9608,1,0,0:0:0:0:
320,192,9608,1,0,0:0:0:0:
192,192,9801,128,2,9866:0:0:0:0:
320,192,9801,1,0,0:0:0:0:
448,192,9995,1,0,0:0:0:0:
320,192,10092,1,0,0:0:0:0:
64,192,10189,1,2,0:0:0:0:
192,192,10189,1,8,0:0:0:0:
448,192,10189,1,0,0:0:0:0:
64,192,10382,128,0,10576:0:0:0:0:
320,192,10382,1,0,0:0:0:0:
448,192,10576,128,2,10769:0:0:0:0:
192,192,10576,1,0,0:0:0:0:
320,192,10769,128,0,10963:0:0:0:0:
64,192,10769,1,0,0:0:0:0:
192,192,10963,128,2,11156:0:0:0:0:
64,192,10963,1,8,0:0:0:0:
448,192,10963,1,0,0:0:0:0:
448,192,11156,128,0,11350:0:0:0:0:
320,192,11156,1,0,0:0:0:0:
64,192,11350,128,2,11737:0:0:0:0:
192,192,11350,1,0,0:0:0:0:
448,192,11543,1,0,0:0:0:0:
192,192,11737,1,2,0:0:0:0:
320,192,11737,128,8,12124:0:0:0:0:
448,192,11737,1,0,0:0:0:0:
192,192,11930,1,0,0:0:0:0:
64,192,12124,128,2,12511:0:0:0:0:
448,192,12124,1,0,0:0:0:0:
320,192,12318,1,0,0:0:0:0:
192,192,12511,1,2,0:0:0:0:
320,192,12511,1,8,0:0:0:0:
448,192,12511,128,0,12898:0:0:0:0:
192,192,12705,1,0,0:0:0:0:
64,192,12898,128,2,13092:0:0:0:0:
320,192,12898,1,0,0:0:0:0:
448,192,13092,1,0,0:0:0:0:
192,192,13189,128,0,13382:0:0:0:0:
64,192,13189,1,0,0:0:0:0:
320,192,13285,1,8,0:0:0:0:
448,192,13285,1,2,0:0:0:0:
320,192,13479,128,0,13672:0:0:0:0:
192,192,13479,1,0,0:0:0:0:
64,192,13672,1,2,0:0:0:0:
448,192,13672,1,0,0:0:0:0:
448,192,13866,128,0,14059:0:0:0:0:
192,192,13866,1,0,0:0:0:0:
64,192,14059,1,8,0:0:0:0:
192,192,14059,128,2,14253:0:0:0:0:
320,192,14059,1,0,0:0:0:0:
320,192,14253,128,0,14447:0:0:0:0:
448,192,14253,1,0,0:0:0:0:
64,192,14447,128,2,14511:0:0:0:0:
192,192,14447,1,4,0:0:0:0:
448,192,14447,1,0,0:0:0:0:
320,192,14640,1,0,0:0:0:0:
192,192,14737,1,0,0:0:0:0:
64,192,14834,1,8,0:0:0:0:
320,192,14834,1,2,0:0:0:0:
448,192,14834,1,0,0:0:0:0:
192,192,15027,1,0,0:0:0:0:
64,192,15027,1,0,0:0:0:0:
320,192,15221,1,2,0:0:0:0:
448,192,15221,1,0,0:0:0:0:
64,192,15414,1,0,0:0:0:0:
192,192,15511,1,0,0:0:0:0:
64,192,15608,1,8,0:0:0:0:
320,192,15608,1,2,0:0:0:0:
448,192,15608,1,0,0:0:0:0:
64,192,15801,1,0,0:0:0:0:
192,192,15801,1,0,0:0:0:0:
320,192,15995,128,2,16059:0:0:0:0:
448,192,15995,1,0,0:0:0:0:
192,192,16189,1,0,0:0:0:0:
320,192,16285,1,0,0:0:0:0:
64,192,16382,1,8,0:0:0:0:
192,192,16382,1,2,0:0:0:0:
448,192,16382,1,0,0:0:0:0:
320,192,16576,128,0,16769:0:0:0:0:
192,192,16576,1,0,0:0:0:0:
448,192,16769,1,2,0:0:0:0:
64,192,16769,128,0,16963:0:0:0:0:
